score,gross,genre,votes
4.6,54744738,Action,40000
5.7,19900366,Comedy,18000
7.9,3007903,Animation,44000
6.7,970676,Drama,3900
5.6,79958599,Action,33000
7.2,69958,Drama,9300
8.1,1724806,Drama,108000
6.9,37317673,Drama,53000
4.8,36684136,Horror,26000
6.4,85131830,Animation,81000
5.9,74005691,Action,89000
6.9,396897,Drama,20000
5.7,16923761,Comedy,14000
5.1,200687492,Action,57000
6.9,30919415,Drama,37000
5.7,138307673,Comedy,55000
6.6,64437847,Action,62000
5.9,62112895,Drama,33000
7.1,1309316,Drama,37000
8.1,316221,Comedy,68000
6.1,38689940,Comedy,24000
6.5,7310206,Comedy,37000
6.4,15713204,Drama,20000
7.7,13782896,Drama,92000
7.9,262891,Animation,25000
6.2,28008462,Comedy,28000
6.3,12881605,Action,48000
6.1,56359980,Action,49000
7,16153953,Biography,18000
7.5,24322180,Biography,13000
6.4,19937988,Drama,24000
5.6,29715606,Drama,23000
7.9,4858869,Comedy,45000
7.4,11334547,Drama,46000
6.8,2300684,Comedy,24000
6.3,4931888,Comedy,8100
6.3,830286,Comedy,8100
4.8,32533802,Action,14000
6.1,19260537,Drama,19000
6.1,16171098,Comedy,25000
6.4,1574660,Comedy,18000
6.4,5480653,Comedy,18000
6.1,13578186,Comedy,29000
4.7,176104344,Comedy,42000
6,15571,Drama,7500
5.4,18634654,Comedy,7700
5.8,1460687,Drama,4700
6.7,10366360,Action,38000
3.9,4299141,Horror,8500
4.9,39976235,Adventure,39000
6.7,24690441,Drama,32000
6.6,10031529,Crime,11000
7.3,11767402,Drama,18000
6.5,10013424,Comedy,16000
6.1,18195610,Action,29000
5.8,16176732,Adventure,18000
6.1,12806614,Crime,23000
7.4,30787356,Comedy,24000
7.3,15747450,Drama,19000
7.1,1846059,Crime,9600
4.8,10229331,Comedy,6700
4.3,8378853,Crime,6800
5,12320393,Comedy,13000
5.2,763740,Action,5500
5.5,38464131,Comedy,15000
5.5,13127022,Comedy,14000
2.3,5271666,Drama,22000
5.4,71186502,Comedy,22000
7.2,515900,Drama,19000
5.4,43057552,Action,8800
6.2,22391450,Comedy,6500
6.2,8694320,Drama,23000
6.8,1318945,Comedy,17000
7.2,4035192,Animation,21000
6.7,384098,Comedy,4300
6.7,4634077,Comedy,4500
6.1,1198113,Drama,5100
6.8,4677852,Comedy,7000
7.1,270811,Comedy,6100
4.7,25272752,Comedy,13000
7.3,5393526,Crime,14000
6.6,44460850,Animation,9800
6.4,4760014,Adventure,4200
7,621592,Drama,10000
5.8,2534372,Comedy,11000
6.4,5323109,Drama,11000
6.7,18914307,Comedy,38000
7.3,825025036,Action,706000
6.4,193921372,Action,108000
7.1,242875078,Drama,259000
8.5,120072577,Biography,756000
7.4,879602366,Adventure,572000
8.7,947495095,Action,1500000
7.7,181001478,Crime,253000
6.7,102984862,Action,254000
8.1,352114312,Biography,866000
7.6,85720385,Drama,386000
8.6,30680793,Crime,714000
7.4,6479328,Crime,124000
7.1,249348933,Horror,328000
6.7,408247917,Drama,344000
7.9,214034224,Action,519000
6.5,653779970,Action,658000
7,9304609,Comedy,86000
5.1,275650703,Adventure,103000
6.2,82150183,Action,129000
7.6,358372926,Action,519000
6.2,296938801,Action,199000
7.2,209196298,Crime,259000
7.5,193772504,Crime,415000
6.8,18009625,Comedy,22000
6.2,180622424,Comedy,105000
7.7,75395048,Action,132000
5.5,54639553,Comedy,92000
7.7,32801173,Comedy,183000
6.7,119137784,Drama,83000
7.5,383257136,Animation,452000
6.8,197079546,Crime,266000
7.2,113758770,Drama,281000
6.2,445135288,Action,351000
7.3,273144151,Animation,174000
7.2,306776732,Comedy,220000
7.3,47494916,Drama,203000
7.2,110041363,Animation,107000
6.6,368744044,Comedy,122000
7.2,115374915,Action,133000
5.2,69319426,Comedy,56000
5.9,277448382,Action,175000
7.4,5368217,Action,316000
5.5,180630907,Action,133000
7.3,24675714,Comedy,152000
6.1,431971116,Action,209000
6,123729176,Action,120000
6.6,76585828,Comedy,106000
6.8,43928932,Action,290000
5.7,51843679,Drama,30000
5.5,68349884,Horror,96000
6.4,38275483,Comedy,105000
5.3,154906693,Comedy,86000
7.2,122563539,Animation,69000
6.7,155010032,Action,204000
7.4,56298474,Biography,83000
7,97837138,Crime,255000
7.1,130549455,Comedy,176000
7,33013805,Biography,85000
6.2,16994625,Action,44000
7.9,177395557,Action,176000
6.4,67336470,Action,75000
5.4,45867333,Action,53000
5.3,45479110,Drama,53000
6.2,16838910,Crime,34000
7.5,108846072,Drama,127000
5.6,95146283,Comedy,72000
6.8,52223306,Drama,117000
5.6,30553394,Horror,75000
6.1,234255,Comedy,4700
5.9,31167388,Comedy,34000
6.2,43325009,Comedy,48000
5.8,171269535,Comedy,138000
7.6,5427830,Drama,40000
7.1,102244770,Crime,127000
3.6,61141030,Comedy,39000
7.6,23932055,Drama,172000
8,8836958,Action,120000
6.2,30002758,Drama,80000
5.3,62274780,Comedy,20000
6.6,11832822,Comedy,50000
5.4,51386477,Action,50000
6.4,55305279,Drama,77000
7.3,23367586,Biography,34000
6.4,16860964,Drama,44000
6.8,685608,Comedy,37000
7.6,2046061,Crime,65000
5.8,51806184,Crime,41000
6.4,63781810,Crime,40000
6.1,199043471,Comedy,111000
6.3,8382938,Comedy,39000
6.5,29882645,Action,33000
7,3809226,Crime,9400
5.5,52970014,Adventure,36000
7.1,105834556,Comedy,124000
3.3,43411001,Adventure,23000
5.9,57588485,Comedy,34000
4,37664855,Horror,39000
6.1,77628265,Action,67000
5.8,33526835,Comedy,26000
5.3,6632383,Crime,25000
5.9,41604473,Action,34000
5.2,119723358,Action,62000
6.6,19344615,Drama,22000
6.9,80693537,Drama,33000
6.2,56714147,Crime,54000
6.3,32287044,Drama,51000
6.7,128027976,Adventure,50000
3.6,1036520,Comedy,16000
6.6,264349,Comedy,34000
6.1,52323400,Drama,37000
4.6,13802599,Comedy,6400
6.1,73839240,Drama,19000
7.3,13904766,Crime,41000
7.1,3116526,Action,11000
5.4,104391623,Action,81000
5.1,34411240,Drama,19000
7.9,64790996,Drama,106000
7.8,1007747,Crime,43000
5.3,20146150,Comedy,17000
6.7,65716126,Drama,61000
5.5,169956806,Animation,51000
6.9,6919198,Comedy,32000
7.3,2801397,Biography,34000
3.1,25852764,Action,26000
6.5,94935764,Drama,68000
7.1,21672284,Drama,30000
6.2,2622015,Action,21000
6.5,8493890,Comedy,20000
7.4,29027914,Drama,45000
7,1239183,Comedy,47000
6.1,19576023,Comedy,59000
6.6,2704951,Biography,13000
6.4,31794718,Action,43000
5.5,78382433,Action,73000
6.2,14946150,Action,30000
7.1,1073198,Crime,30000
6.7,3657876,Horror,42000
6.3,77063924,Comedy,30000
7.5,41062976,Drama,40000
7.4,16217411,Adventure,28000
6.2,13414416,Action,23000
7.1,12633747,Crime,39000
7.7,25382911,Drama,41000
6.6,12150301,Crime,21000
5.6,144008,Biography,9700
4.9,15020293,Comedy,31000
7.7,21107578,Drama,26000
7.1,3651462,Adventure,12000
5.6,66200782,Action,45000
7.1,42426583,Comedy,30000
6.8,5808941,Drama,36000
5.2,115035090,Adventure,26000
7.1,27674124,Drama,27000
5.7,172855065,Comedy,52000
6.4,4412203,Drama,16000
5.4,6413915,Comedy,14000
5.5,12517488,Comedy,14000
4.2,18012097,Comedy,5200
5.9,26306533,Action,13000
4.9,12302219,Drama,9400
6.1,254683,Adventure,18000
7.3,33272835,Comedy,40000
5.2,38793283,Action,14000
6.1,308552,Comedy,8600
5.8,115121981,Animation,19000
7.4,8690168,Drama,20000
6.9,563711,Comedy,9700
3.4,18902015,Crime,20000
6.8,772336,Drama,9500
5.4,1440653,Crime,7100
5.4,33988736,Horror,19000
5.9,55003135,Comedy,83000
5.6,38068353,Comedy,15000
5.9,462976,Drama,5100
5.6,60694737,Animation,14000
3.8,7103973,Action,25000
7.6,1758689,Drama,24000
5.3,23833131,Animation,22000
4.7,3438804,Comedy,9500
6.6,10011050,Drama,14000
4.6,19233280,Action,15000
5.8,16872671,Comedy,24000
5.5,77885672,Action,61000
7.5,1692272,Drama,9800
5.8,68716,Biography,7300
5.6,411830,Comedy,2800
3.7,20154899,Action,19000
6.5,28316451,Comedy,8700
5.6,6282446,Action,7100
4.4,44310395,Comedy,7900
6.9,16318449,Drama,17000
7.5,2845696,Drama,10000
7.4,3633509,Crime,13000
6.9,7777790,Comedy,7200
5.4,33082548,Action,6400
6.3,14815898,Drama,13000
6.1,29676703,Crime,24000
7,4247089,Crime,24000
5.9,104130,Drama,3100
5.6,132221,Crime,4000
8.1,180906076,Action,1000000
8,654264015,Action,1000000
8.9,1146030912,Action,1700000
7.1,87135520,Comedy,219000
7.9,156595191,Crime,430000
7.6,245203167,Comedy,444000
7.5,38955598,Crime,114000
5.9,236350661,Action,259000
7,95708457,Action,258000
8.4,15189934,Action,532000
7.7,118686937,Comedy,426000
5.7,68514844,Animation,35000
8,123218424,Adventure,422000
7.2,741847937,Action,529000
7.2,24152155,Drama,114000
8.1,1162593,Crime,152000
8.1,940352645,Animation,972000
5.6,245285165,Action,255000
7.1,131095990,Comedy,283000
6.8,10128960,Drama,81000
6.1,28650575,Horror,113000
7,176070171,Action,350000
6.3,433371112,Action,383000
6.8,121975011,Adventure,68000
7.3,58469210,Biography,140000
6.7,427344325,Action,459000
5.3,179179718,Action,209000
7.4,211622535,Action,208000
6.5,38364277,Adventure,34000
3.7,4988181,Drama,84000
6.2,107363905,Crime,133000
6,207725639,Action,141000
7.7,454627263,Action,409000
7,71406573,Adventure,81000
5.7,43935763,Action,61000
7.4,407711549,Action,521000
6.7,80981914,Action,103000
6.1,16829545,Horror,80000
7.3,90259536,Mystery,233000
6.4,98769390,Action,156000
6.7,22441497,Crime,43000
7.2,173013509,Adventure,142000
5.9,190538630,Comedy,96000
5.3,23726793,Mystery,22000
7.5,48260279,Comedy,54000
5.5,220673217,Comedy,140000
6.4,177502387,Comedy,218000
5.8,179265204,Action,171000
5.8,50732139,Comedy,61000
6.6,273339556,Action,237000
7.4,68296293,Action,68000
6.5,141337989,Drama,79000
5.7,116632628,Action,113000
6.7,484592874,Comedy,380000
8,16689283,Crime,141000
7,223853736,Adventure,235000
6.2,160846332,Comedy,129000
4.9,259175788,Action,123000
4.8,124914842,Comedy,63000
5.6,23769505,Comedy,14000
6.2,195745823,Comedy,207000
5.7,54683487,Adventure,52000
6.7,265328738,Comedy,115000
6.9,33030115,Biography,74000
4,133960541,Adventure,59000
6.8,250397798,Animation,101000
5,402599,Drama,14000
6.6,86468162,Action,115000
6.2,90941129,Horror,156000
7.6,60427839,Crime,228000
6.2,120801243,Comedy,93000
6.2,160466000,Action,152000
6.1,46061847,Action,45000
7.3,65565672,Comedy,126000
6.8,58878723,Comedy,49000
7.3,148336445,Drama,68000
6.3,232722935,Comedy,198000
5.5,101564935,Comedy,69000
6.8,6291958,Horror,69000
5.6,160099222,Action,132000
7.2,10012022,Crime,88000
5,47488536,Fantasy,31000
4.3,197101678,Action,57000
2.5,7266209,Comedy,46000
6.5,55495563,Crime,58000
5.5,73498611,Action,95000
3.4,39267515,Comedy,38000
7.1,80154140,Crime,94000
5.6,63102666,Horror,60000
6.2,88323487,Action,102000
5.5,81240406,Drama,90000
8,8945072,Drama,79000
5.6,164433867,Comedy,65000
6.3,117248958,Action,105000
5.9,19322135,Comedy,56000
5.4,62228395,Drama,44000
6.6,2466444,Crime,22000
5.1,182290266,Comedy,44000
6.7,80773077,Animation,51000
2.1,13818181,Action,36000
6.3,12923936,Biography,16000
7.5,16763804,Crime,66000
6.1,44350926,Action,46000
7.6,8701337,Comedy,68000
7.7,79316957,Comedy,140000
6.5,42792561,Action,61000
6.3,22954068,Drama,30000
6,5141166,Adventure,12000
5.8,141591324,Horror,108000
5.1,58795814,Action,34000
7.2,20235426,Action,72000
7,76490720,Comedy,137000
7.1,2944752,Drama,34000
5.5,55534455,Adventure,37000
6.9,10464788,Drama,33000
5.8,56489558,Action,42000
6.2,44617342,Comedy,36000
7.2,18750246,Comedy,27000
5,29119434,Drama,22000
6.9,93400759,Comedy,24000
7.9,13200241,Comedy,65000
5.3,19526014,Comedy,26000
5.2,34622504,Comedy,19000
4.4,88929111,Action,30000
8,8482993,Drama,44000
6.9,53293628,Biography,39000
6.6,101191884,Action,131000
7.1,7929307,Comedy,61000
6.4,2561820,Crime,13000
5.3,51142659,Action,36000
7.8,528245,Drama,36000
5.6,50097949,Action,49000
7.8,14776760,Animation,51000
6.9,5762801,Drama,2200
5.2,167999,Drama,4400
5.7,65784503,Comedy,52000
6.5,6585516,Action,26000
7.8,453133,Animation,33000
4.6,436365,Comedy,7700
7.5,34196922,Action,48000
6.6,2905499,Comedy,5400
7.6,8604201,Comedy,68000
5.5,37713879,Action,48000
6.3,39468111,Comedy,40000
4.7,23510621,Action,13000
7.3,3783,Comedy,21000
5.3,34268701,Action,40000
7.4,7986084,Biography,48000
6.7,826617,Comedy,11000
6.3,782606,Biography,15000
5.6,164729679,Comedy,35000
6.1,8564586,Drama,18000
5.2,21964072,Comedy,8200
8.5,2799773,Drama,21000
5.7,26891849,Action,16000
6.7,23014206,Crime,34000
7,865028,Comedy,17000
6.5,11705002,Adventure,26000
5.6,8211508,Comedy,4700
4.8,12661189,Comedy,4000
5.6,33972062,Comedy,6900
6.3,13585075,Comedy,30000
6.9,6586341,Drama,7200
6.2,2707738,Comedy,5700
5.4,186303759,Animation,15000
4.7,18191005,Comedy,29000
5.6,17432163,Comedy,17000
6.8,5175215,Comedy,15000
6.8,579986,Drama,10000
2.1,4928883,Comedy,25000
7.1,1271244,Crime,13000
5.5,38620484,Comedy,18000
5.5,435625,Comedy,8200
7,3282321,Comedy,20000
6.2,886018,Drama,20000
6.6,499149,Drama,10000
4.7,83439,Comedy,5900
6.3,5254422,Drama,4500
5.2,11560806,Horror,17000
7,58202,Crime,11000
6.9,9439660,Biography,20000
6.3,459098,Crime,12000
6.8,3039587,Drama,4000
6.3,2917393,Biography,10000
5.6,55250496,Animation,7900
4.9,12991996,Comedy,11000
6.6,29632684,Biography,15000
5.1,377271,Comedy,2500
6.7,1310470,Action,20000
7.6,10781635,Drama,19000
5.8,65497208,Action,41000
7.5,9781854,Drama,24000
6.3,6415017,Drama,6300
7.6,34883010,Comedy,29000
5.1,45490616,Comedy,4100
7,343847,Drama,23000
5.6,14390329,Comedy,9300
5.4,478996,Drama,8100
5.4,546106,Comedy,4500
7.6,1277800,Comedy,25000
6.7,30381722,Comedy,208000
6.6,22605153,Comedy,200000
6.7,168423227,Comedy,235000
5.6,113100873,Comedy,135000
7,130126277,Comedy,347000
7.9,797361618,Adventure,570000
7.2,497409852,Drama,500000
8.3,74036715,Drama,935000
8,154118820,Action,702000
7.8,117815157,Drama,534000
7.4,219100084,Comedy,421000
6.1,300157638,Action,251000
8,631607053,Animation,673000
7.6,103911669,Horror,391000
7.5,220239925,Crime,373000
7.5,213719942,Biography,342000
7.3,788976453,Action,559000
6.4,54700105,Action,152000
7.1,353133898,Action,509000
8.2,236214446,Animation,350000
6.4,55470154,Comedy,81000
8.1,216763646,Drama,650000
7.9,30097092,Comedy,525000
6.5,256697520,Drama,247000
6.7,2766976,Drama,20000
7.6,96822421,Drama,460000
6.4,552639571,Action,424000
7.3,11850214,Action,171000
6.9,46138887,Comedy,204000
6.8,198520934,Comedy,335000
7.7,130834852,Action,336000
8.2,92181574,Biography,338000
6.2,96455697,Comedy,174000
7.2,928760770,Animation,431000
7.7,98410061,Crime,424000
7.7,290835269,Action,443000
7.3,102278712,Action,243000
7.2,612054506,Drama,221000
6.2,129342769,Action,190000
6.8,99378985,Action,312000
7.2,90709367,Comedy,337000
6.3,57223890,Action,72000
7.3,34809623,Action,185000
6.8,211468235,Adventure,199000
7.7,8203235,Drama,366000
7.2,154649125,Drama,118000
7.2,115505027,Drama,207000
6.9,347512318,Action,311000
5.6,167298192,Action,165000
6.7,115900534,Action,218000
4.8,1590308,Drama,22000
6.6,96105910,Drama,107000
6.3,203567857,Action,162000
6.5,362744280,Crime,367000
7,23936908,Adventure,185000
5.8,131977904,Action,169000
5.6,177427090,Action,188000
6.3,522657936,Comedy,257000
7.5,109706931,Comedy,183000
7.2,61950770,Action,60000
6.1,170268750,Comedy,141000
6,374583879,Animation,171000
8.1,15936507,Drama,244000
6.3,27388767,Comedy,64000
6.9,545436,Drama,101000
5.9,70067909,Comedy,83000
6,178311729,Comedy,129000
6.7,1482316,Drama,7600
7.1,141067127,Animation,82000
5.1,181216833,Adventure,52000
6.2,76665191,Comedy,101000
8.1,33882243,Biography,340000
6.2,65470529,Crime,84000
7.7,104882445,Action,130000
5.7,10898337,Comedy,24000
7.4,35825316,Comedy,209000
5.8,134734481,Comedy,76000
5.3,40954603,Crime,21000
3.4,82102379,Action,113000
4.8,24829644,Comedy,40000
7.4,20205757,Drama,53000
4.1,46546197,Action,27000
7.7,123971376,Biography,141000
6.1,12313323,Comedy,37000
6.5,92913171,Drama,186000
6.2,24716440,Comedy,20000
7.7,116650613,Biography,201000
7.2,50826898,Action,162000
5.4,10143022,Comedy,16000
5.9,187281115,Horror,140000
5.9,72178895,Action,87000
6.3,41682237,Comedy,61000
3.7,71992655,Action,35000
6.6,314215454,Animation,185000
5.9,73029190,Adventure,45000
7.5,64445708,Biography,50000
6.4,21148829,Crime,59000
7.6,1532932,Drama,67000
5.9,37666766,Comedy,38000
4.5,71255003,Action,41000
7,21741598,Drama,53000
6.5,57678321,Action,95000
7.1,17050017,Biography,48000
4.7,70992898,Action,30000
6.4,217499,Drama,6500
4.7,33251890,Comedy,28000
6,49718611,Comedy,36000
4.3,48551322,Comedy,12000
6,57947036,Action,83000
6.2,3222439,Drama,32000
5.3,103370127,Comedy,62000
6.1,170128460,Comedy,45000
7.5,92863945,Action,109000
7.1,11169386,Action,68000
7.6,203450,Crime,51000
6.3,62657868,Action,45000
7.6,69424389,Drama,72000
5.8,117592831,Drama,65000
6.1,35021497,Action,52000
6.7,10275509,Comedy,45000
5,203172417,Animation,81000
6.4,61315215,Comedy,54000
5.1,10592180,Comedy,21000
6.2,35492921,Comedy,64000
6,25819961,Drama,20000
7.1,2039526,Drama,25000
5.9,14867514,Family,27000
6.7,108040622,Action,79000
6,265126918,Comedy,109000
7.2,802948,Crime,31000
6,27685016,Drama,27000
5.3,97446,Action,15000
7.8,57663711,Adventure,98000
5.7,7565807,Comedy,29000
6,1553020,Drama,6400
7.4,40423279,Crime,57000
4.5,14821824,Comedy,22000
8,3403957,Crime,52000
4.3,28283637,Action,13000
5,21289826,Comedy,22000
6.2,23925492,Drama,35000
6.2,19463185,Drama,21000
5.1,78110021,Horror,34000
5.1,1914166,Comedy,12000
8.2,1953889,Drama,86000
6.6,20094909,Comedy,63000
8,43731621,Biography,79000
6.7,6715067,Comedy,15000
5.5,26170671,Comedy,55000
4.8,14494036,Comedy,30000
6.2,35060882,Comedy,51000
1.9,9448644,Comedy,30000
8.1,2288093,Drama,26000
8.5,1610897,Action,20000
4.5,31326183,Comedy,7400
7.9,88385944,Comedy,59000
7.2,4678405,Drama,33000
7,516930,Horror,19000
6.5,8112712,Action,29000
5.4,145358062,Animation,21000
5.4,96593018,Comedy,45000
5.6,21513434,Comedy,27000
6.4,50336279,Action,53000
7,21560182,Drama,36000
6.5,100572044,Action,55000
6.3,10852064,Biography,35000
5.1,1510052,Drama,6600
3.9,50576805,Drama,26000
6.5,6878433,Drama,12000
6.7,8447615,Biography,15000
7,20421130,Drama,11000
6.5,89781,Comedy,8700
7.4,3764219,Drama,15000
7.4,1236518,Comedy,11000
4.9,6808550,Comedy,18000
7.8,6887221,Drama,50000
5.3,22035509,Comedy,18000
5.9,30031874,Comedy,23000
6.6,156767,Drama,8600
6.6,3664858,Drama,15000
7.4,12594630,Crime,34000
7.6,13267869,Crime,24000
6.9,11782282,Comedy,25000
7.3,1635056,Biography,20000
5.2,16951702,Action,9800
7.9,5859242,Action,22000
7,10836270,Action,33000
8,76287982,Action,38000
6.9,537871,Crime,4800
6.6,7444906,Drama,9100
5.3,1526951,Comedy,7500
7.8,36613,Animation,8700
7.5,18328469,Comedy,17000
6.7,809686,Comedy,12000
6.7,7312209,Action,19000
5.2,14615099,Comedy,12000
7.5,9789651,Animation,37000
5.4,3255426,Animation,822
7.2,2096892,Comedy,14000
6.4,20129327,Comedy,31000
7.7,896678241,Adventure,566000
7.1,177378645,Comedy,407000
7.3,162242962,Drama,141000
7.8,121616555,Drama,269000
8.2,373661946,Action,1300000
7.2,57130027,Adventure,207000
7.7,178062759,Drama,333000
8,158733820,Crime,745000
6.6,474968763,Adventure,441000
8.1,132511035,Action,1100000
6.9,745013115,Adventure,375000
6.9,288467645,Comedy,339000
6.5,603873119,Adventure,424000
7.2,218122627,Action,272000
7,230884728,Action,317000
7.5,868390560,Action,729000
7.2,562363449,Action,403000
6.7,104478416,Adventure,190000
5.7,333535934,Action,316000
7.4,3814717,Crime,144000
7.8,40445129,Action,287000
6.5,487287646,Action,461000
6.8,162949164,Action,304000
6.7,18637690,Comedy,93000
7.6,85638656,Drama,209000
5.9,81979826,Horror,172000
6.2,86369815,Adventure,81000
6.3,35294470,Action,75000
6.9,542063846,Animation,376000
7.1,7022209,Drama,156000
6.5,42013878,Comedy,56000
6.4,191466556,Comedy,167000
6.5,96258201,Thriller,115000
5.4,68766121,Horror,118000
6.8,92374674,Action,138000
5.1,111069515,Comedy,76000
6.4,162944923,Crime,101000
7.8,186797986,Biography,239000
7.1,13411957,Biography,53000
7.5,130982129,Action,216000
7.5,15785148,Comedy,219000
7.4,82468097,Drama,135000
5.6,198636868,Action,90000
7.4,61385065,Drama,228000
6.8,20901859,Horror,95000
6.6,371594210,Comedy,301000
6.8,866999,Adventure,22000
6.9,31670620,Drama,49000
6.3,262511490,Animation,137000
7,97076152,Action,179000
5.9,46117696,Action,74000
6.6,147748505,Horror,239000
6.4,7155807,Action,92000
6.3,223387299,Drama,155000
7.3,76669554,Biography,133000
5.6,68357079,Drama,60000
7.6,72617068,Action,300000
6.2,65079104,Action,97000
6.2,381420,Crime,16000
6,107516369,Horror,107000
5.6,95763716,Comedy,68000
6.2,51024243,Comedy,109000
5.5,72662923,Comedy,27000
8,108539911,Biography,179000
6.6,123276807,Comedy,70000
5.9,105316267,Action,118000
6,119240351,Action,94000
7.3,118090836,Animation,251000
6.3,89083229,Action,195000
6.3,30526509,Crime,44000
6.7,49334775,Biography,84000
7.3,3947579,Action,103000
6.2,30894796,Horror,69000
7.2,3942254,Comedy,21000
6.7,145166804,Drama,122000
4.7,56995646,Action,89000
5.2,58072119,Action,110000
6,142400065,Action,95000
5.5,130154568,Adventure,56000
5.5,53321673,Action,125000
2.2,59981548,Comedy,53000
5.5,88933562,Comedy,55000
6.3,38075318,Comedy,42000
5.8,40442443,Comedy,36000
5.6,56070433,Comedy,37000
5.1,33296457,Action,36000
7.6,23834149,Crime,74000
7.2,47329961,Comedy,100000
6.2,204681899,Comedy,139000
6.8,2635305,Comedy,31000
6.3,92884429,Comedy,63000
6.7,102854431,Comedy,101000
7.3,49327405,Biography,128000
6.5,93983911,Drama,108000
7.3,11098131,Comedy,80000
6.2,47074133,Horror,93000
5.4,21577624,Comedy,23000
6.4,52164016,Comedy,68000
5.7,314432837,Animation,88000
5.6,155457327,Comedy,58000
5.9,22984628,Action,65000
5.4,163995949,Horror,93000
6.5,20361,Drama,23000
4.7,45109561,Comedy,49000
6.9,5969708,Action,64000
5.8,50652203,Comedy,14000
4.8,144146816,Adventure,46000
7.4,194137091,Animation,128000
6.5,37691644,Adventure,53000
7.1,21733230,Drama,110000
6.2,47096206,Comedy,50000
7.6,39323027,Comedy,215000
6,127369981,Drama,83000
5,29621722,Comedy,31000
5.1,101393569,Action,71000
5.8,34252847,Comedy,21000
6.2,50605163,Comedy,43000
7.1,9950133,Comedy,19000
4.5,71022693,Action,68000
6.9,93974620,Drama,127000
7.3,25211175,Drama,41000
6.6,57479076,Crime,72000
6.2,2935242,Comedy,12000
5.5,19770475,Comedy,29000
7,50871113,Action,100000
6.5,77663556,Action,108000
7.4,15431177,Biography,29000
7.3,16197824,Drama,76000
5.4,46563961,Biography,45000
4.8,131426169,Comedy,70000
6.4,110013167,Animation,58000
7.8,2421577,Comedy,47000
2.9,3650275,Action,34000
7.4,12045362,Adventure,39000
6.3,719135,Action,30000
6.7,27610873,Adventure,61000
6.5,1778006,Biography,11000
4,1123136,Action,6100
7.4,54641191,Biography,95000
6,27645491,Comedy,26000
6.6,42886719,Comedy,68000
5.8,32586408,Drama,26000
7.3,5048693,Crime,51000
7.8,18299138,Biography,53000
5.1,79268322,Action,52000
7.3,23563727,Crime,39000
6.7,17356268,Comedy,44000
6.4,83697473,Comedy,60000
3.7,46201432,Horror,35000
6.3,33589427,Comedy,11000
6.5,3487678,Crime,17000
5.9,58231520,Comedy,31000
5.9,103121466,Comedy,41000
6.6,916051,Drama,11000
6.8,8483797,Drama,77000
6.7,10777375,Action,21000
4.6,881779,Horror,9700
6.5,566611,Drama,32000
6.2,17521290,Comedy,6800
2.4,12693645,Action,42000
5.1,29612137,Drama,25000
4.3,3344431,Action,4400
6.8,42580321,Crime,32000
5.5,91196419,Drama,48000
4.7,97918663,Adventure,30000
7.1,27165581,Action,36000
6.7,14189860,Drama,44000
5.8,2456454,Drama,22000
5.2,90754475,Adventure,16000
4.2,11665465,Action,19000
6.5,19126398,Comedy,78000
6.8,18586834,Comedy,34000
7.1,9995168,Comedy,33000
7,18618284,Drama,29000
4.2,67192859,Drama,30000
6.5,269755,Drama,6600
6.1,2788033,Drama,4900
7.3,8012838,Comedy,36000
7.4,15151744,Adventure,41000
6.6,4408011,Drama,9300
5.6,37245453,Comedy,17000
6.8,28237488,Comedy,21000
6.9,351401,Comedy,18000
5.6,13485145,Action,25000
5.5,61746888,Animation,22000
6.2,67937494,Comedy,40000
7.3,674918,Drama,23000
6.9,3399228,Comedy,22000
5.2,251495,Drama,11000
5.6,258227,Crime,6100
7.5,1254005,Comedy,23000
6.8,38741732,Drama,12000
8.2,1266341,Drama,34000
6.6,2708087,Comedy,14000
5.8,92076,Action,18000
7.7,17709155,Drama,28000
3.6,36099,Comedy,6800
7.4,3601974,Comedy,57000
6.6,2138742,Comedy,21000
5.2,17492014,Comedy,13000
8.5,291465373,Crime,1200000
6,158964610,Action,252000
6.6,163362095,Comedy,172000
8.5,109676311,Drama,1200000
7.1,461991867,Animation,381000
7.6,456068181,Action,750000
6.9,326706115,Comedy,385000
8,616502912,Action,594000
8.2,83850267,Drama,631000
7.3,1066179747,Action,668000
6.6,495303,Adventure,150000
7.8,120673227,Action,297000
6.3,57194667,Comedy,149000
7.5,14821658,Drama,107000
7.9,70595464,Adventure,474000
6.6,760006945,Mystery,410000
8,307127625,Biography,465000
7.8,101058954,Comedy,450000
7.7,48618191,Biography,179000
8,171720398,Adventure,511000
8.4,77356942,Drama,368000
6.4,574481229,Adventure,323000
6.9,398479497,Action,337000
6.5,60917189,Biography,104000
7.6,186003591,Crime,350000
7.3,9380029,Action,98000
6.4,38623262,Comedy,127000
6,391081192,Action,274000
6.5,12834936,Comedy,76000
5.8,99255460,Comedy,83000
5.3,37598767,Action,48000
6.4,70009308,Horror,162000
7.2,16468343,Drama,232000
6.7,460435291,Action,491000
6.7,111476513,Action,193000
6.4,240685326,Comedy,313000
6.9,205850134,Comedy,258000
6.5,100605135,Horror,217000
4.3,38629478,Drama,38000
5.6,49332692,Crime,72000
7.5,135039924,Crime,239000
7.7,56308881,Crime,303000
6.7,57232879,Action,140000
7.7,8481254,Crime,117000
7.1,2294291,Comedy,84000
7,180557550,Action,298000
7,6566277,Comedy,79000
5.5,87528173,Adventure,57000
6.8,13939963,Adventure,104000
7.7,26768563,Drama,74000
